gene_name,pvalue,log2FoldChange,disease,cell_type
AC104232.3,0.004570058,0.624927009,ALS,iPSMN
FBXO33,0.004575222,0.086671718,ALS,iPSMN
LPCAT2,0.004582626,0.312002551,ALS,iPSMN
AC135586.2,0.00461754,1.023551826,ALS,iPSMN
SLC18B1,0.00462289,-0.168644132,ALS,iPSMN
CXCR4,0.004624361,0.250195609,ALS,iPSMN
DNAJB9,0.004681437,0.123410146,ALS,iPSMN
ARFGAP2,0.004694432,-0.062306409,ALS,iPSMN
AC008555.5,0.004726917,-0.488279382,ALS,iPSMN
PLPPR3,0.00473174,-0.137518999,ALS,iPSMN
FAM168A,0.004743981,-0.104262564,ALS,iPSMN
FAM171A1,0.004762685,-0.08270877,ALS,iPSMN
BTBD8,0.00478916,0.151350096,ALS,iPSMN
AL121757.1,0.004791906,0.793291355,ALS,iPSMN
CFAP157,0.004804388,-0.357548012,ALS,iPSMN
PPM1D,0.004810437,0.08305973,ALS,iPSMN
ZBTB7C,0.00482643,-0.258572284,ALS,iPSMN
ITGB6,0.00483216,-0.678407724,ALS,iPSMN
SHF,0.004835248,-0.11958654,ALS,iPSMN
CD34,0.004855765,-0.636119854,ALS,iPSMN
AL157944.1,0.004875566,-0.77836208,ALS,iPSMN
MACROD1,0.004893167,-0.129878768,ALS,iPSMN
GPR149,0.004896378,-0.449972544,ALS,iPSMN
PTH2R,0.004903035,-0.56743913,ALS,iPSMN
ZNF468,0.004906055,0.148245072,ALS,iPSMN
LINC00571,0.004912514,0.30714549,ALS,iPSMN
XPC,0.00491664,0.083853117,ALS,iPSMN
GNAT1,0.004921203,0.636180287,ALS,iPSMN
TTC12,0.00493445,-0.209106704,ALS,iPSMN
LRRC24,0.004979914,-0.132535042,ALS,iPSMN
AL158151.4,0.005023573,0.377356966,ALS,iPSMN
RFLNB,0.005052183,0.142200382,ALS,iPSMN
ZNF540,0.005062564,0.135775122,ALS,iPSMN
PCDHB5,0.005067948,0.360124737,ALS,iPSMN
AC007786.1,0.00511246,-0.308941187,ALS,iPSMN
OPCML,0.005116474,-0.299547009,ALS,iPSMN
AC211486.6,0.005123808,-0.394293316,ALS,iPSMN
AC106820.4,0.005132254,-0.112021018,ALS,iPSMN
BRAT1,0.005201964,-0.082217538,ALS,iPSMN
SEC31A,0.005206592,0.1032924,ALS,iPSMN
ANKRD18B,0.005210229,0.288615195,ALS,iPSMN
AMMECR1L,0.005234936,0.050674387,ALS,iPSMN
AL358334.2,0.005240943,-0.510215635,ALS,iPSMN
SLC11A2,0.005268766,-0.080434248,ALS,iPSMN
TSPAN14,0.005302286,-0.106853868,ALS,iPSMN
AC104411.2,0.005306834,-0.587939633,ALS,iPSMN
C15orf40,0.005328193,-0.108169137,ALS,iPSMN
OPCML-IT2,0.005357111,-0.508434842,ALS,iPSMN
DYDC2,0.005362841,-0.316906244,ALS,iPSMN
G6PC3,0.005367385,-0.088929312,ALS,iPSMN
OSBP,0.005369276,0.07812417,ALS,iPSMN
SALL3,0.005412882,-0.293196522,ALS,iPSMN
AL645929.3,0.005421105,-0.324038755,ALS,iPSMN
SLC25A11,0.005421917,-0.097439393,ALS,iPSMN
IGFL4,0.005483171,0.191760244,ALS,iPSMN
CDC14B,0.005500468,0.107738629,ALS,iPSMN
C5orf22,0.005544384,0.070523548,ALS,iPSMN
AC022137.3,0.00554802,0.170457932,ALS,iPSMN
ZNF582-AS1,0.005566414,0.184455198,ALS,iPSMN
AC008119.1,0.005600322,-0.32552107,ALS,iPSMN
AK7,0.00560881,-0.304856188,ALS,iPSMN
GALE,0.005609451,-0.115578243,ALS,iPSMN
RPL36AP15,0.005615832,-0.436325876,ALS,iPSMN
SORCS3,0.00561732,-0.152346916,ALS,iPSMN
GLDCP1,0.005626011,-0.335809907,ALS,iPSMN
TMEM39B,0.005650298,-0.080453625,ALS,iPSMN
IP6K2,0.005671643,0.088469154,ALS,iPSMN
NELL2,0.005675108,-0.222676248,ALS,iPSMN
GOLGA5,0.005677632,0.09441369,ALS,iPSMN
TAF1D,0.005683421,0.153048992,ALS,iPSMN
AL139393.3,0.005690512,0.141823778,ALS,iPSMN
TP53I11,0.005709353,-0.113124525,ALS,iPSMN
AC087588.3,0.005767846,0.301020506,ALS,iPSMN
SLC45A1,0.005769565,-0.118333005,ALS,iPSMN
MYOZ3,0.005784342,-0.230528349,ALS,iPSMN
LINC01361,0.005784655,-0.699926511,ALS,iPSMN
CLDN10,0.00578671,-0.720398615,ALS,iPSMN
VPS28,0.00580173,-0.074526001,ALS,iPSMN
FTL,0.005809442,0.110078477,ALS,iPSMN
ZCCHC7,0.005839563,0.096616111,ALS,iPSMN
RAD51C,0.005896656,0.100408712,ALS,iPSMN
RABGGTB,0.005908045,0.092116041,ALS,iPSMN
COL22A1,0.006027027,0.729716044,ALS,iPSMN
EDRF1,0.006030486,0.08307664,ALS,iPSMN
DENND4A,0.006047837,0.093110339,ALS,iPSMN
CREBL2,0.006058017,0.089406267,ALS,iPSMN
AGAP7P,0.006073849,-0.563206351,ALS,iPSMN
FRZB,0.006077588,-0.345102714,ALS,iPSMN
CSGALNACT2,0.006089422,0.07198131,ALS,iPSMN
C6orf223,0.006089988,0.345226439,ALS,iPSMN
ZNF148,0.006091051,0.069745395,ALS,iPSMN
AKAP7,0.006103774,-0.140794319,ALS,iPSMN
MYCT1,0.006117938,0.743772093,ALS,iPSMN
AC024941.2,0.006121216,-0.478448094,ALS,iPSMN
LINC00354,0.006128615,-0.35031572,ALS,iPSMN
CU639417.1,0.006132383,-0.504553793,ALS,iPSMN
AC068870.1,0.006141155,-0.409857819,ALS,iPSMN
CHRNA6,0.0061463,-0.46904023,ALS,iPSMN
GHITM,0.006146875,0.069946406,ALS,iPSMN
KREMEN1,0.006157479,-0.167505515,ALS,iPSMN
ITCH,0.006161006,0.065708043,ALS,iPSMN
GJD2,0.006179824,-0.259113146,ALS,iPSMN
CSDC2,0.006200791,-0.147666756,ALS,iPSMN
AC105052.4,0.006208448,-0.192289207,ALS,iPSMN
AL162258.1,0.006224658,0.31788084,ALS,iPSMN
FAHD2B,0.006259269,-0.087606607,ALS,iPSMN
EEF1AKMT4,0.006259799,0.152173586,ALS,iPSMN
LRRC23,0.006260583,-0.162191922,ALS,iPSMN
KIF21A,0.006263621,-0.094546101,ALS,iPSMN
LINC01719,0.006267452,0.144651958,ALS,iPSMN
SETD3,0.006276776,0.069121875,ALS,iPSMN
PKHD1L1,0.006276891,-0.640184363,ALS,iPSMN
FGF8,0.006289679,-0.476877445,ALS,iPSMN
CABYR,0.006291691,0.138068723,ALS,iPSMN
FAM72B,0.006303481,-0.374732809,ALS,iPSMN
ENOX1,0.006345009,-0.132218303,ALS,iPSMN
MACROH2A1,0.006365375,-0.076631359,ALS,iPSMN
LINC02739,0.006391559,0.276801693,ALS,iPSMN
SMARCC2,0.006401262,-0.052057109,ALS,iPSMN
TMEM107,0.00640377,-0.113058609,ALS,iPSMN
AC005225.3,0.006404451,0.364496768,ALS,iPSMN
TTN,0.006434006,-0.581800483,ALS,iPSMN
CACNG6,0.006442462,-0.360596708,ALS,iPSMN
GSTM5,0.006444521,0.626606932,ALS,iPSMN
PRMT6,0.006475701,-0.12013319,ALS,iPSMN
MTATP6P1,0.006486364,-0.27456127,ALS,iPSMN
IGFL2,0.0064942,0.631880484,ALS,iPSMN
APELA,0.00650346,-0.732833246,ALS,iPSMN
ZNF513,0.006515143,-0.081673649,ALS,iPSMN
PATZ1,0.006541212,-0.051844243,ALS,iPSMN
CTBP1-DT,0.006545768,-0.116041043,ALS,iPSMN
TOR1AIP1,0.006548456,0.099063459,ALS,iPSMN
AC105052.1,0.006565326,-0.309852906,ALS,iPSMN
MLLT1,0.006578087,-0.101868888,ALS,iPSMN
LGALS4,0.006580933,-0.279136298,ALS,iPSMN
RNF144A,0.006602865,-0.083677323,ALS,iPSMN
LRRCC1,0.006704904,-0.169562217,ALS,iPSMN
HSPA4L,0.006709236,0.115316139,ALS,iPSMN
AC092329.4,0.006715629,-0.086648795,ALS,iPSMN
FBXW9,0.006730213,-0.100634268,ALS,iPSMN
AC011462.5,0.006731322,0.1911712,ALS,iPSMN
YRDC,0.006745999,0.083821401,ALS,iPSMN
RNF182,0.006751529,-0.25360744,ALS,iPSMN
F10,0.00676184,-0.358916321,ALS,iPSMN
ATXN8OS,0.00676283,-0.317633721,ALS,iPSMN
LINC00303,0.00677475,0.718120269,ALS,iPSMN
AC005332.4,0.006777959,-0.092856964,ALS,iPSMN
ASMT,0.00678637,0.460777314,ALS,iPSMN
AIFM3,0.006786796,-0.261448559,ALS,iPSMN
AZIN2,0.006807417,-0.127201421,ALS,iPSMN
LRRC29,0.006811113,-0.142301929,ALS,iPSMN
DNAJC5G,0.006815488,0.590880708,ALS,iPSMN
ERICH1,0.006819835,0.093396445,ALS,iPSMN
AC009005.1,0.00682468,-0.414721268,ALS,iPSMN
CCDC27,0.006834007,0.575539986,ALS,iPSMN
MAPK6,0.006839177,0.0807944,ALS,iPSMN
CDC37L1,0.006846271,0.083044338,ALS,iPSMN
TUBA1B,0.006851506,-0.113418951,ALS,iPSMN
NKX2-2,0.00686893,-0.515079901,ALS,iPSMN
ZNF300,0.006872498,0.3577675,ALS,iPSMN
FRMD4B,0.006873929,-0.184857245,ALS,iPSMN
ZNF577,0.006887663,0.1166279,ALS,iPSMN
WT1,0.006888887,0.927747509,ALS,iPSMN
PTBP3,0.006894179,0.069180705,ALS,iPSMN
MT-ND3,0.006915919,-0.209605282,ALS,iPSMN
HEXA-AS1,0.0069334,0.190188062,ALS,iPSMN
CABP7,0.006939819,-0.373150839,ALS,iPSMN
SLC25A35,0.006979559,-0.167239266,ALS,iPSMN
WNT4,0.006983467,-0.175160477,ALS,iPSMN
IP6K3,0.006988259,0.512046133,ALS,iPSMN
AMER2,0.00699893,-0.138274242,ALS,iPSMN
AC106864.1,0.007003509,-0.478255564,ALS,iPSMN
TMEM71,0.007009325,0.451190618,ALS,iPSMN
OTUB2,0.007015395,-0.095198344,ALS,iPSMN
FAT1,0.007028249,0.152979313,ALS,iPSMN
APOL4,0.007067682,-0.724364553,ALS,iPSMN
AC078881.1,0.007068558,-0.573382123,ALS,iPSMN
AL158151.1,0.007090517,0.289278133,ALS,iPSMN
GTPBP8,0.00710814,0.064758352,ALS,iPSMN
TMEM234,0.007125494,-0.091459893,ALS,iPSMN
PFKL,0.00712731,-0.082365779,ALS,iPSMN
AC091691.3,0.007148147,0.751033218,ALS,iPSMN
AP001172.1,0.00714932,-0.53553615,ALS,iPSMN
SLC37A1,0.007172053,-0.108197478,ALS,iPSMN
ADCY10,0.007179011,0.415768698,ALS,iPSMN
AL118506.1,0.007243413,-0.148609418,ALS,iPSMN
C16orf71,0.007250282,-0.261660364,ALS,iPSMN
MT-CO3,0.007256469,-0.175517827,ALS,iPSMN
ARVCF,0.007274907,-0.097919807,ALS,iPSMN
AC115282.1,0.007282828,-0.223500023,ALS,iPSMN
AC139795.2,0.007312451,0.125586489,ALS,iPSMN
MPZ,0.007313913,0.33063269,ALS,iPSMN
GPAA1,0.007341414,-0.084622964,ALS,iPSMN
PGPEP1,0.007341784,0.106229264,ALS,iPSMN
MYO3B,0.007348991,-0.586418961,ALS,iPSMN
PEX10,0.007363128,-0.077697383,ALS,iPSMN
AC022031.2,0.007389356,-0.477866154,ALS,iPSMN
PLCB1,0.007402654,-0.194111946,ALS,iPSMN
BBOX1,0.007405639,-0.726263989,ALS,iPSMN
HTR1D,0.007417961,-0.459938207,ALS,iPSMN
AC010733.1,0.007430424,0.543942604,ALS,iPSMN
MAP2K6,0.007519646,-0.119865594,ALS,iPSMN
SH3GL1P2,0.007538907,-0.523476265,ALS,iPSMN
PON1,0.00756254,-0.726022707,ALS,iPSMN
ZNF404,0.007564576,0.173838515,ALS,iPSMN
AC006206.2,0.007568841,-0.729620723,ALS,iPSMN
ZNF559,0.007575267,-0.170924774,ALS,iPSMN
RBM7,0.007586969,0.083798705,ALS,iPSMN
SNHG3,0.007594069,0.12740364,ALS,iPSMN
FAM167A,0.007594798,-0.115469415,ALS,iPSMN
FLG-AS1,0.007602817,1.035418147,ALS,iPSMN
CHST10,0.007619512,-0.079194121,ALS,iPSMN
PACS2,0.007641562,-0.085541372,ALS,iPSMN
MXD1,0.007651388,0.123025534,ALS,iPSMN
FAM92B,0.007658219,-0.526711283,ALS,iPSMN
LYRM9,0.007686497,-0.106857424,ALS,iPSMN
HAP1,0.007688817,-0.167797252,ALS,iPSMN
CCAR2,0.007689603,-0.057529346,ALS,iPSMN
LDLRAD4,0.007710331,-0.311580045,ALS,iPSMN
LINC00326,0.00771231,0.60255624,ALS,iPSMN
PHEX-AS1,0.007713768,-0.55451487,ALS,iPSMN
AC084262.2,0.007728315,0.183878763,ALS,iPSMN
EML1,0.007732247,-0.107366517,ALS,iPSMN
CD101,0.007745752,-0.266318562,ALS,iPSMN
ZNF737,0.007779167,0.152267089,ALS,iPSMN
PAQR6,0.007787175,-0.144764462,ALS,iPSMN
AL031719.2,0.007800932,-0.394481164,ALS,iPSMN
HHATL,0.007811234,0.604473521,ALS,iPSMN
TUBB3,0.00781661,-0.119039775,ALS,iPSMN
ANKRD45,0.007821762,-0.247162604,ALS,iPSMN
AL627171.4,0.00782337,0.293430041,ALS,iPSMN
TRPA1,0.007823846,-0.568196824,ALS,iPSMN
AC011944.1,0.007849747,0.636069156,ALS,iPSMN
FAR2P4,0.007861423,-0.760935965,ALS,iPSMN
LHX1,0.007900596,0.260047143,ALS,iPSMN
SPON1,0.007905306,-0.525758565,ALS,iPSMN
JAKMIP3,0.007913728,0.142814654,ALS,iPSMN
PTRH1,0.007952933,-0.145157338,ALS,iPSMN
DCLK2,0.007954721,-0.099717733,ALS,iPSMN
PCED1A,0.007971957,-0.07619517,ALS,iPSMN
MEP1B,0.007973148,0.561258771,ALS,iPSMN
AL049775.3,0.008003454,0.556988628,ALS,iPSMN
AC017048.3,0.008012048,0.320161712,ALS,iPSMN
AC005014.1,0.008019771,0.326142516,ALS,iPSMN
AC005537.2,0.008022382,-0.413076471,ALS,iPSMN
SIRT4,0.008029167,0.137525312,ALS,iPSMN
KRT17,0.008080624,-0.739811069,ALS,iPSMN
FXYD3,0.008090934,0.937949098,ALS,iPSMN
KIRREL1,0.008092179,0.126778216,ALS,iPSMN
AC244033.2,0.008093094,-0.10686147,ALS,iPSMN
ABCE1,0.008144736,0.075340415,ALS,iPSMN
SCUBE2,0.008174905,-0.248020758,ALS,iPSMN
ZNF354B,0.008193085,0.077551501,ALS,iPSMN
SCML4,0.008208046,0.22972971,ALS,iPSMN
GNA12,0.008215445,-0.087330777,ALS,iPSMN
XCL1,0.008240606,-0.691654174,ALS,iPSMN
ZNF343,0.008300583,0.082537544,ALS,iPSMN
EXOC7,0.008305797,-0.077421778,ALS,iPSMN
CNTD2,0.008327596,0.205375804,ALS,iPSMN
ZNF211,0.008327984,0.068024215,ALS,iPSMN
ADAM12,0.008337625,0.212032457,ALS,iPSMN
POMZP3,0.008351944,-0.17193286,ALS,iPSMN
C14orf39,0.008354612,-0.416094489,ALS,iPSMN
DES,0.008377442,-0.486625342,ALS,iPSMN
NCOA3,0.008379006,0.082577113,ALS,iPSMN
MIR31HG,0.008388899,-0.696555141,ALS,iPSMN
DCAF16,0.008411901,-0.066935907,ALS,iPSMN
PHBP13,0.008431615,-0.28360973,ALS,iPSMN
AL033529.1,0.008452411,-0.2407054,ALS,iPSMN
AC025887.2,0.00846345,-0.50734781,ALS,iPSMN
ENSA,0.0084708,0.05806224,ALS,iPSMN
IFT20,0.008534215,0.093965058,ALS,iPSMN
AC015909.2,0.008537093,0.269671699,ALS,iPSMN
MINDY2,0.008549427,0.083861108,ALS,iPSMN
ACP2,0.008557364,-0.105641951,ALS,iPSMN
NKILA,0.00855915,-0.225507994,ALS,iPSMN
TBC1D3E,0.008562189,-2.028416348,ALS,iPSMN
SOX10,0.008608203,0.880415665,ALS,iPSMN
MARCHF3,0.008621783,-0.256872869,ALS,iPSMN
BID,0.008623225,-0.122660666,ALS,iPSMN
ACTG1P12,0.008680437,-0.372409339,ALS,iPSMN
AC012146.1,0.008681087,0.130676457,ALS,iPSMN
AGL,0.008687802,-0.098808655,ALS,iPSMN
PIK3IP1-AS1,0.008706811,0.676614331,ALS,iPSMN
SERPINF2,0.008707734,-0.424301237,ALS,iPSMN
CFAP97D1,0.00873671,0.245563685,ALS,iPSMN
ZNF331,0.008765125,0.094717199,ALS,iPSMN
RNF126,0.008771385,-0.075775629,ALS,iPSMN
NAP1L3,0.008787385,-0.168914509,ALS,iPSMN
AC073270.2,0.008805706,0.693174135,ALS,iPSMN
C3orf20,0.008854511,0.380046933,ALS,iPSMN
C4A,0.008857786,-0.268988515,ALS,iPSMN
APBA2,0.008878989,-0.094543065,ALS,iPSMN
NBEA,0.008894209,-0.14059463,ALS,iPSMN
RPL21P44,0.008895332,-0.301013083,ALS,iPSMN
CLN8,0.008916065,0.09078411,ALS,iPSMN
AL353608.4,0.008936163,-0.679705218,ALS,iPSMN
AC009041.3,0.008962379,-0.16240526,ALS,iPSMN
RIBC1,0.009000372,-0.251554793,ALS,iPSMN
CCDC88C,0.009008529,-0.14751904,ALS,iPSMN
SHARPIN,0.009011409,-0.07291349,ALS,iPSMN
C14orf28,0.009020014,0.135282611,ALS,iPSMN
UBE2E2,0.009044393,0.111582232,ALS,iPSMN
HTR2A,0.009078781,-0.554713483,ALS,iPSMN
TEDC1,0.009095007,-0.137424236,ALS,iPSMN
B4GALT7,0.009096539,-0.10287578,ALS,iPSMN
PDE3B,0.009098562,-0.099194684,ALS,iPSMN
LRGUK,0.009110193,-0.190147547,ALS,iPSMN
POLE3,0.009127218,0.085602637,ALS,iPSMN
YPEL5,0.009143753,0.081256144,ALS,iPSMN
KCTD17,0.009164036,-0.080059072,ALS,iPSMN
MCHR1,0.009169891,0.185905361,ALS,iPSMN
DND1P1,0.009174211,-0.239524191,ALS,iPSMN
PRELID1P4,0.009184836,-0.428572508,ALS,iPSMN
ZNF649,0.009240892,0.094085571,ALS,iPSMN
DGCR2,0.009251395,-0.068161331,ALS,iPSMN
TCTEX1D2,0.009254276,-0.08342256,ALS,iPSMN
PTGDR2,0.009290034,-0.270384953,ALS,iPSMN
FAS,0.00930897,0.255738992,ALS,iPSMN
SLC8A3,0.009319665,0.141798052,ALS,iPSMN
AC063962.1,0.009324872,-0.502664257,ALS,iPSMN
SFXN3,0.009348143,0.130244578,ALS,iPSMN
MFSD4A,0.009349323,0.178218755,ALS,iPSMN
PVRIG,0.009365984,-0.836029567,ALS,iPSMN
NOL8,0.009371716,0.076871147,ALS,iPSMN
GPR37,0.00939382,-0.271476362,ALS,iPSMN
ZNF383,0.009412439,0.080472387,ALS,iPSMN
CSF3R,0.009433627,-0.677508584,ALS,iPSMN
SWI5,0.009465121,0.08304242,ALS,iPSMN
ZNF239,0.009468977,0.202404106,ALS,iPSMN
NT5M,0.009472309,-0.112737555,ALS,iPSMN
RGPD3,0.009501979,0.188972968,ALS,iPSMN
SRP72,0.009508883,0.059495763,ALS,iPSMN
CYLD,0.009520209,0.076318714,ALS,iPSMN
SAP30BP,0.009532507,-0.055301905,ALS,iPSMN
AOC2,0.009540229,0.129126876,ALS,iPSMN
NSMF,0.009559232,-0.093406675,ALS,iPSMN
FGL2,0.009583734,-0.759156915,ALS,iPSMN
SEC22B4P,0.009586397,0.175104147,ALS,iPSMN
AL035420.3,0.009600372,0.55080465,ALS,iPSMN
DHH,0.009601346,0.236312795,ALS,iPSMN
CDKN2AIP,0.009604779,0.077562717,ALS,iPSMN
TNFAIP8L3,0.009614479,0.263103383,ALS,iPSMN
FAM89B,0.009619416,-0.092017496,ALS,iPSMN
PSEN2,0.009635426,-0.130435132,ALS,iPSMN
DDX50P2,0.009653342,-0.536903935,ALS,iPSMN
TNFRSF10C,0.009660554,0.292025928,ALS,iPSMN
UTS2R,0.00967539,-0.39187355,ALS,iPSMN
TMEM185A,0.009711033,-0.05872872,ALS,iPSMN
OPN1SW,0.009725818,-0.464753357,ALS,iPSMN
FHOD3,0.009741941,-0.092846226,ALS,iPSMN
SLC30A1,0.009752661,0.104156412,ALS,iPSMN
RNPEP,0.009757462,0.063564301,ALS,iPSMN
NEK5,0.009759053,-0.374475324,ALS,iPSMN
SVIP,0.009777214,0.148244301,ALS,iPSMN
KLHL25,0.009802477,-0.097027956,ALS,iPSMN
CSNK2A3,0.009811166,-0.187089094,ALS,iPSMN
LLGL1,0.009834136,-0.104452985,ALS,iPSMN
ZNF791,0.009844929,0.076058287,ALS,iPSMN
PASK,0.009849616,-0.082811581,ALS,iPSMN
AC004943.2,0.009858901,-0.108337833,ALS,iPSMN
FAM66E,0.009862789,-0.380871943,ALS,iPSMN
ZDHHC8P1,0.009888807,-0.167934115,ALS,iPSMN
PRR5,0.009909394,-0.132972551,ALS,iPSMN
DIPK1B,0.009914393,-0.067497732,ALS,iPSMN
SLAIN1,0.009921687,-0.09270878,ALS,iPSMN
BHLHE23,0.009935294,0.55277134,ALS,iPSMN
ZNF487,0.010012234,-0.136640891,ALS,iPSMN
QRFPR,0.01002566,-0.48662747,ALS,iPSMN
RIPK2,0.010031122,0.100760566,ALS,iPSMN
LINC01901,0.010064642,-0.478275595,ALS,iPSMN
LRAT,0.010083259,-0.335173761,ALS,iPSMN
RGMA,0.010090183,-0.155321752,ALS,iPSMN
CRAT,0.01012647,-0.068415473,ALS,iPSMN
AKAP1,0.010128724,-0.071072078,ALS,iPSMN
AC010883.1,0.010133028,-0.611872661,ALS,iPSMN
AL049597.2,0.010146255,-0.155499039,ALS,iPSMN
PIGQ,0.010170405,-0.099353949,ALS,iPSMN
GATA6-AS1,0.010176516,-0.519170291,ALS,iPSMN
C18orf21,0.010181783,0.06426548,ALS,iPSMN
ECHDC1,0.010186259,0.059932292,ALS,iPSMN
AP006621.5,0.010205765,-0.175352721,ALS,iPSMN
NPY1R,0.010211292,-0.359728931,ALS,iPSMN
LINC02134,0.010226532,-0.434295057,ALS,iPSMN
CUL2,0.010248465,0.05811056,ALS,iPSMN
SNHG21,0.010256756,0.116852287,ALS,iPSMN
JAG1,0.010263799,0.174897126,ALS,iPSMN
MED25,0.010264543,-0.074650902,ALS,iPSMN
AL928654.2,0.010266559,0.648868743,ALS,iPSMN
TLR6,0.010281026,0.34700413,ALS,iPSMN
EI24,0.010318381,0.050442545,ALS,iPSMN
VLDLR-AS1,0.010327575,0.171040953,ALS,iPSMN
SOX17,0.010393999,-1.062139226,ALS,iPSMN
AL161662.1,0.010456264,0.682150482,ALS,iPSMN
TMEM131L,0.010461062,-0.106958111,ALS,iPSMN
HEXB,0.010462409,0.124514237,ALS,iPSMN
ZMYM6,0.010468168,0.065285418,ALS,iPSMN
CRYAA2,0.01046993,0.63915467,ALS,iPSMN
AC104041.1,0.010496366,-0.284587469,ALS,iPSMN
RETREG1,0.010521388,-0.124199087,ALS,iPSMN
AL049697.1,0.010538658,0.298471623,ALS,iPSMN
SLC1A2,0.010542106,-0.139767909,ALS,iPSMN
AC007952.5,0.010544987,0.567629004,ALS,iPSMN
MYF6,0.010578583,-0.551331628,ALS,iPSMN
ADCK5,0.010581099,-0.13056648,ALS,iPSMN
FAM204A,0.010587606,0.059507342,ALS,iPSMN
PXDNL,0.010616369,0.180498271,ALS,iPSMN
AL590399.4,0.010618996,-0.2522557,ALS,iPSMN
FGF1,0.010619249,-0.374849139,ALS,iPSMN
SBDSP1,0.010670972,0.073795365,ALS,iPSMN
PIP4K2A,0.010688687,0.115567641,ALS,iPSMN
IRAK2,0.010734714,0.139389252,ALS,iPSMN
AC012645.1,0.010797035,0.248537332,ALS,iPSMN
FLOT2,0.010814779,-0.081535581,ALS,iPSMN
Z99774.1,0.010818518,0.215971437,ALS,iPSMN
C8orf82,0.010823238,-0.085075248,ALS,iPSMN
AL096816.1,0.010839127,0.213326314,ALS,iPSMN
LINC02302,0.010839568,0.652286104,ALS,iPSMN
ADPRM,0.010852891,0.093455344,ALS,iPSMN
RN7SL164P,0.010856674,-0.546638349,ALS,iPSMN
CCDC189,0.010861612,-0.139832394,ALS,iPSMN
DCUN1D5,0.010869604,0.063498393,ALS,iPSMN
GYPC,0.010877617,0.204456165,ALS,iPSMN
LINC01876,0.01088279,-0.260902254,ALS,iPSMN
CSTB,0.010892567,0.067307461,ALS,iPSMN
ALOX15B,0.010924512,-0.729522995,ALS,iPSMN
ST3GAL3,0.010937841,-0.063029275,ALS,iPSMN
GDF15,0.010979756,0.322981279,ALS,iPSMN
FTSJ3,0.010988244,-0.091552388,ALS,iPSMN
ZSCAN31,0.011013543,-0.139282849,ALS,iPSMN
AL590822.3,0.011048417,-0.170794397,ALS,iPSMN
AC114810.1,0.011054945,-0.30408737,ALS,iPSMN
MAOB,0.011059115,-0.386823371,ALS,iPSMN
CSE1L-AS1,0.011064317,0.464693867,ALS,iPSMN
HSD17B2,0.011078839,-0.712703117,ALS,iPSMN
LINC01305,0.011120362,-0.509410855,ALS,iPSMN
FXN,0.011147125,-0.101840268,ALS,iPSMN
AC006206.1,0.01116482,-0.805055353,ALS,iPSMN
NUDT14,0.011191251,-0.112697366,ALS,iPSMN
TP73,0.011200044,-0.417617073,ALS,iPSMN
LRP5,0.011220735,-0.108232044,ALS,iPSMN
TNFAIP8L1,0.011224513,-0.111263653,ALS,iPSMN
NMUR2,0.011232282,-0.40226878,ALS,iPSMN
NTRK2,0.011238297,-0.231341431,ALS,iPSMN
PRKAB2,0.011254496,0.10076056,ALS,iPSMN
OGG1,0.011274812,-0.066519117,ALS,iPSMN
ZNF775,0.011285357,-0.09891986,ALS,iPSMN
CKB,0.011310736,-0.140756817,ALS,iPSMN
RAB1A,0.011313664,0.066910257,ALS,iPSMN
SSTR1,0.011326881,-0.44435135,ALS,iPSMN
VSIG1,0.011330665,-0.633835916,ALS,iPSMN
RNF6,0.011374787,0.069651725,ALS,iPSMN
AC073636.1,0.01140077,-0.417136937,ALS,iPSMN
MRPL20-AS1,0.01142147,-0.088593727,ALS,iPSMN
AL590822.2,0.011431339,0.524383143,ALS,iPSMN
CBLL1,0.011472056,0.063994601,ALS,iPSMN
AC008770.4,0.011472347,0.23317096,ALS,iPSMN
DNAAF3,0.011489835,-0.379892125,ALS,iPSMN
SOX12,0.011492169,-0.074826904,ALS,iPSMN
POU3F2,0.011499676,-0.173184947,ALS,iPSMN
GPT2,0.011501922,-0.147759263,ALS,iPSMN
AFTPH,0.011509701,0.071659292,ALS,iPSMN
RASA4B,0.011517154,-0.190496485,ALS,iPSMN
CXorf40B,0.011530758,0.076430085,ALS,iPSMN
CEROX1,0.011538392,-0.155478434,ALS,iPSMN
AC090152.1,0.011538815,-0.293287214,ALS,iPSMN
NPSR1-AS1,0.011550785,-0.838445912,ALS,iPSMN
DUSP3,0.011589627,0.074458466,ALS,iPSMN
PCGF3,0.011595431,-0.061193533,ALS,iPSMN
AC008568.1,0.011607449,1.610817689,ALS,iPSMN
GPR176,0.011607587,0.16526435,ALS,iPSMN
AC018761.2,0.011614161,0.672473344,ALS,iPSMN
LDB1,0.011642173,-0.04573944,ALS,iPSMN
AC069213.1,0.011643748,-0.419766201,ALS,iPSMN
AL031658.2,0.011652966,0.235873275,ALS,iPSMN
CNTNAP4,0.011668875,-0.417329449,ALS,iPSMN
SOSTDC1,0.011672378,-0.435846096,ALS,iPSMN
AL353593.1,0.011686303,0.130391911,ALS,iPSMN
MUC4,0.011696812,-0.55276103,ALS,iPSMN
MYBPC1,0.011698861,-0.806388834,ALS,iPSMN
AP000843.1,0.011725346,-0.445482255,ALS,iPSMN
BLOC1S6,0.011757131,0.075140788,ALS,iPSMN
CHP1,0.011790053,0.071296608,ALS,iPSMN
